"私の会社は売れるだろうか？","満足の行く条件が出るかは「やってみなければわからない」が正直な回答です。ただ、好条件を引き出す方法はありますので、これをしっかりとこなすことで、満足できる条件で売れる確率は高まります。（リンク先は各項目の詳細記事です）。誠実な買い手候補を集めて入札形式で条件を募る。M&A対象会社の情報を買い手候補に適切に開示していく。対象会社の事情に最適なM&A手法で売る。適切な節税策で手取り財産を増やす。買い手候補の事業計画を吟味して誠実・適切な相手かを確認する。上記をきちんとこなせるM&Aアドバイザーを選定する。"
M&Aの仲介会社はどのように選べばよいのでしょうか？,留意すべきポイントはいくつかあります。・経験と実績があり成約率が高い・豊富な情報量を持ち、希望する地域に精通している会社であるか・心情・感情を理解し、真摯に対応してくれるかM&Aでは、よいお相手探しには豊富な情報量と経験値が必要です。そして、信頼できるコンサルタントがいる会社というのは重要なポイントです。また、地方の企業が売り手になる場合などは、地域に密着した業務対応をしてくれる会社を選ぶのもよいと思います。問題が発生したときには、すぐに駆けつけてもらえるというフットワークの良さもポイントになります。まずは、電話や面談を重ねて慎重にご判断ください。
赤字、債務超過の会社でも譲渡は可能でしょうか？,できないことはありませんが、ハードルは高くなります。収益力が十分にある事が重要なポイントとなります。債務超過会社でも売却可能なことはあります。債務超過会社とは資産よりも負債が多い会社ですが、資産を時価評価すると債務超過ではないこともあります。この場合は問題なく売却できる可能性はあります。M&Aにおける価値とは、買い手にとっての価値です。顧客リストや人材、技術などは目に見えない資産です。今の会社では活用できていないものも、買い手が利用すれば価値が生じ、シナジー効果を生みます。会社の売買価格は、相手次第で何倍にもなることはよくあります。
仲介会社（アドバイザー）を使わずにM&Aをするのは難しいですか？,もちろん、当事者同士で交渉いただくことも可能です。しかし、M&Aの交渉はきわめて複雑です。税金、法律、従業員の雇用の問題など、専門的な知識を必要とする場面が多いものです。契約書や覚書も作成しなければなりません。さらに当事者同士では言えないこと、聞けないこともあるでしょう。後々トラブルや訴訟をおこすこともよくあります。M&Aを成功させるためにも、経験豊富なノウハウのあるアドバイザーが必要不可欠と思います。
うちのような小さい会社でもM&Aの対象になりますか？,M&Aというと大企業同士で行われているイメージがあるかもしれませんが、実はここ数年で中小・中堅企業でも活発にM&Aが行われるようになりました。主な要因は社長の高齢化と後継者不在です。しかし、最近は企業の成長戦略のひとつとしてM&Aによる買収をする企業が多くなり、中小企業同士のマッチングが増えてきました。
企業評価はどのように行われますか？,通常、企業評価はその企業の収益力・資産価値などを含め総合的に評価します。評価方式としては、時価純資産方式・DCF方式など幾つかありますが「時価純資産＋時価営業権」で株価を算定する場合がほとんどです。当社では企業評価の算定業務も行っておりますのでまずはご相談ください。
成約前に従業員や金融機関、取引先へ知られてしまうことはありませんか？,事前の秘密保持契約の基にお話を進めますので、当社から情報が他に漏れることは一切ございません。また、譲渡企業、買収企業ともにM&Aに関する情報は基本社長だけ、もしくは必要に応じて情報開示する方をアドバイスさせて頂いています。必要な方以外には情報が漏れないように徹底することが重要です。
M&Aで成功している企業とは？,　M&Aで成功している企業は、「対象会社の事業が自社の企業目的に合致しているか」を一番に考えています。「どんなに儲かっている会社でも、自社の企業目的に沿わない事業は結果的にうまくいかない」と今までに複数社のM&Aを成功させている経営者は言います。企業は人であり、経営陣をはじめ社員全員がやる気になるM&Aの仕組み・やり方でなければ、結果的に成功しないとも言います。また、安すぎる売買金額にも問題があり、相手の足元を見るような交渉は絶対にしてはいけないと断言します。　M&Aで成功している企業は、売却するオーナー経営者の気持ち、引き続いて仕事をする役員・社員の心情を重要視し、取引先との取引継続を大事に考え、何よりM&A後の魅力的な企業像や将来ビジョンを描ける会社です。そうした結果、業績が向上しM&Aを成功に導くことになっているのです。
会社譲渡を機会に、経営改善はできますか？,　後継者がいない経営者の方は、「後継者を確保すること」と、「もっと良い会社にすること」を常に考えていらっしゃいます。M&Aが成立し株式譲渡をした後でも、創業者は経営改善意欲を強く持っておられます。　最近のM&Aでは、「創業者に3～5年間経営執行を任せる」ことを条件にする事例が増えてきています。企業を数十年間手塩にかけて育てた創業者に、企業経営を任せることが一番良いのは間違いありません。　創業者の方も、親会社の意向を前面に大胆な経営改善に取り組むことが出来ます。赤字を出すまでには至っていないが、5年後の業界のことを考えると大幅な業態変換に取り組む必要性を感じていても、実行に移すことは難しいですが「親会社の意向」を錦の御旗に、実行に移すことが可能になります。 経営改善は大変難しく、慎重且つ大胆に行うべきで、創業者と親会社となる経営者との強固な信頼関係がなければ、成り立ちません。信頼できる経営者を探すことが、M&Aではとても大切なことです。
会社を譲渡した後、子供が継続して仕事をすることは可能ですか？,　最近、「ご子息が会社にいても会社譲渡を考えている」という経営者の方と多くお会いするようになりました。お話を伺うと、「自分が起業した時は高度成長期で、一所懸命仕事に打ち込めば何とか会社は運営できた。しかし今は時代が違う。ただ頑張るだけでは存続ができない。」「自分と比べて会社経営に対する必死さが違う。」「子供が社長を継ぎたくない、と言っている。」と言われます。そして、同業者あるいは周辺業界で知名度や財務体力があり、信頼できる経営者への会社譲渡を考えています。　一方、会社を譲受け、M&Aを成功させてきた経営者にお聞きすると「創業者の息子に引続き役員として仕事をしてもらえることは、創業家と円満な事業承継ができていることを取引先、金融機関、従業員等にアピールでき、大変ありがたい。」と仰られます。成功する経営者の方は、単に資本の論理で支配するのではなく、心・気持ちの部分を大切に経営をされています。　会社を譲渡した後、ご子息が引続き会社で仕事をすることは多くの場合、可能であると思います。会社譲渡の交渉の過程で、譲受側経営者の考え方をしっかりと見極めることが大事です。
利益が出ていない会社は、売却できませんか？,　利益が出ていない会社も、譲受側でシナジー効果が発揮できれば売却できます。　うどん・そば店を十数店舗経営している創業経営者が、高齢のため株式譲渡を考えました。この会社は、最近の競合店との価格競争に巻き込まれ利益が出ない状況になっていました。　そこで譲受先として当社が提案したのが、「うどん・そばを製造する食品メーカー」です。このメーカーでは、従来の小売店、スーパーへの卸販売から、粗利益の高い直接販売への展開を考え、うどん・そば店の店舗展開を検討している段階で、正に「M&Aで時間を買う」という状況でした。 株式譲受後は、積極的な店舗展開と原価低減により業績を伸ばしています。　このように、譲受側で確実なシナジー効果が見込めるタイミングであれば、利益の出ていない状況でも売却は可能です。
100%株式譲渡でないとM&Aは成立しませんか？,　会社譲渡の仕方は千差万別、譲渡側と譲受側の双方の経営者の考え方で色々な方法により行われます。　ある特殊フィルムを製造しているメーカーでは、原材料商社と最初30%の資本・業務提携から始め、1年間相乗効果が発揮できることを見極めた後、51%の株式譲渡をしました。その後、創業社長が引続き経営を執行され、70歳を向かえる5年後に残り49%の株式を売却、社長を退任されました。　5年間、譲受企業と仕事での相乗効果を確認され、一番望まれていた会社継続に確信を持った上での会社譲渡でした。　経営者の考えを専門家に伝え、一番望まれる方法でM&Aに取り組んで頂きたいと思います。
自分の会社がどのくらいの金額で売却できるか知りたいのですが？,　当社では、3期分の決算書等資料をご準備いただければ、無料相談にて「株式売買の目安金額」の算出をいたします。ただし、株式を譲受ける会社の目的、譲受け後の事業戦略により、株式評価金額に差が出てまいります。株式譲受会社を探す場合、株式を取得した企業グループで売上増加、原価低減、経費削減などの効果が最大限に発揮できる業種・業態を選び出すことが、重要な作業になります。そして、その中でもっとも相乗効果が出せる具体的企業を探し出します。　まずは、株式売買目安金額の算出から取り組んでください。
会社売却手続き完了まで、どれくらいの期間が必要ですか？,　売却手続き完了に必要な期間は、個々の会社の事情によって変わります。　経営者が元気に第一線で活躍している会社で、後継者不在の場合、単純な株式売却だけではなく、創業から脈々と受け継がれる理念・経営方針も引き継いでほしいと思うものです。また、業界で誇れる製品・技術を経営者自ら研究・開発してきた場合には、買収側経営者の製品・技術への思い入れがどれくらい強いかということが、売却先選定の判断基準になります。このような場合、理念・経営方針や製品・技術への思いを、相互に一つひとつ確認していくことになりますので、最低でも6ヶ月は必要です。　その他の事情、例えば会社の資金繰り、経営者の体調といった理由でM&Aを急ぐ場合には、3ヶ月程度の時間でも相手先を見つけることは可能です。ただし、このような場合は、売却条件のハードルを低くすることも必要となりますのでご注意ください。
会社の資産内容によって株式売買金額は変わりますか？,　中小企業の株式売買金額の算定には、「純資産価額方式」が多く利用されます。　「純資産価額方式」は、保有資産を時価で再評価する方法ですから、金額が確定している「預金」、「上場会社の株式」、「優良企業への売掛金」などは、算定金額に異論の余地はありません。これら金額が確定している資産に対して、「未上場会社への出資金」、「未利用・未活用の不動産」、「事業では使っていない収益用不動産」など時価がわからない資産については、譲受企業は評価の安全性を考え、想像以上に低い金額算定を行う傾向にあります。　経営者が会社譲渡を考え始めたのなら、過去に知り合いから勧められて取得した「未上場会社への出資金」、「未利用・未活用の不動産」などは、売却の検討（知り合いへの相談）をすることを推奨しています。また、安定収益確保の為に保有している「事業では使っていない収益用不動産」も、思ったより算定金額が低いことがあります。これらの資産を事前に売却するか、時価で会社から経営者個人が買取を行い現金化することにより、会社資産の透明化が図られ、譲受企業との株式売買金額算定の交渉がスムーズに進むことになります。
会社譲渡をうまく進めるにはどうしたら良いでしょうか？,会社譲渡の最適な相手方を、円滑に、しかも短期間で探し出すことはとても難しいことです。そこで、最適な相手方を探すために、会社の歴史『社史』を作成することをお勧めします。 『社史』といっても社員や取引先に配布するものではないので、綺麗に製本したものでなくて結構です。　経営者自らが書いた『社史』によって、もっとも身近な相談相手である我々アドバイザーに、創業の理念、現在までの事業継続の秘訣、最大の困難克服のためにとった施策、現在の主力商品開発秘話、事業パートナーと協業するに至った経緯、優秀な社員を継続的に育成できるきっかけとなった出来事、などを自分の言葉で綴って頂きたいのです。　この『社史』の本質的な意味合いを我々アドバイザーが理解することで、創業経営者がどのような経営者に会社を引き継いでもらいたいかを、本当の意味で共有できるようになるのです。　ただし、経営者一人で作成することは、非常に時間もかかりますし、大変な作業ですので、私どもがヒアリングをしながら『社史』作成のお手伝いをさせて頂きます。
会社の売買金額は、どのように決まるのですか？,　中小企業の会社譲渡の場合の売買金額（株式譲渡金額）は、『純資産＋年間営業利益の３年～６年分（営業権）』の金額の範囲内で決定することが多くなっています。株式金額の評価方法には、「純資産価格方式」、「ディスカウント・キャッシュ・フロー方式（ＤＣＦ法）」など色々ありますが、最後の金額決定は経営者同士の考え方次第で個別に決まります。また、利益が出ていない譲渡会社の場合も、事業シナジー効果の出せる譲受企業は、将来を見て金額を提示、売買取引がされることがあります。株式譲渡金額は、会社の事情、人材を含めたノウハウ、設備の状況、顧客基盤など、譲渡・譲受会社の個別内容により、決定されることになります。
会社を売却すると経営者はどうなるのでしょうか？,　中堅・中小企業の場合、創業経営者の方の力で会社が支えてられているケースが多いので、株式譲渡と同時に会社から身を引かれると、取引先や社員の方が不安に思われるものです。株式譲渡の後も会長職あるいは相談役、顧問などの肩書きでしばらくの間は会社の残られることが一般的です。
社員の雇用は継続されますか？,　譲受企業側では、譲渡企業の社員の方に従来と変わらず業務に携わっていただくことが大前提です。また社員の方の士気を落とさないためにも、雇用条件は引き継ぐことが一般的です。なお、譲受企業の企業規模が大きい場合には、福利厚生、休日など社員の方にとって雇用条件が良くなることも多くあります。　何にも増して、企業の実体であり、技術やノウハウを持って事業を運営するのは「人材」ですから、社員の雇用を守り、その能力や才能、自発性をより引き出すようなM&Aを心がけています。
個人保証は解消されますか？,　多くの中堅・中小企業では、経営者の方が銀行からの借入金に個人保証をしています。会社譲渡が行われる場合、個人保証解除を条件にM&Aが行われ、譲渡後に個人保証が解除されます。
会社名は変わるのでしょうか？,　会社譲渡が行われた後も、会社名はそのまま継続して使用されることが一般的です。譲受を行う企業側でも従来の取引先と円滑に業務遂行を行うためには、会社名はそのまま使用したいとの希望を多くの企業が持っています。
どのようにM＆A仲介会社を選べばよいのでしょうか？,M＆A仲介会社によって、買手案件の保有数・得意地域や業界・アドバイザーの経験などが異なります。弊社は、全国各地のM＆A仲介会社と提携していますので、貴社と相性が良いと思われるM＆A仲介会社をご紹介させていただきます。
知っている会社とのM&Aであれば、M＆A仲介会社や専門家に依頼する必要はありませんか？,経験豊富な仲介者が不可欠だと思われます。もちろん当事者同士の交渉も可能ですが、M＆Aの実務では、税務・法務・労務など広範囲に専門的な知識が必要です。また、知っている会社同士では、お互いに遠慮して細かい交渉ができなかったり、知識不足によって必要な交渉がなされていなかったりすることで、M＆A後にトラブルが多発して結局ケンカ別れしてしまうケースがよくあります。知っている会社同士であれば尚更、経験豊かな専門家のアドバイスに沿ってM＆Aを進められた方が安心と考えます。
株が分散しているのですが、M＆Aは可能ですか？,利害関係者が増えることになり、交渉が難しくなることは間違いありませんが、株主の意思統一ができればM＆Aは可能です。
自分の会社を売却した後、従業員はリストラされないのでしょうか？,一般的な友好的M＆Aの場合、従業員の雇用の継続や待遇の維持がM＆A契約書に盛り込まれます。また、買手様は逆にノウハウのある従業員に辞められると困ると考えているケースが大半です。
売却をすることが決まった後は、いつ従業員・取引先・銀行に話せばよいのでしょうか？,ケースバイケースですが、一般的には売却完了後に話す方がよいです。売却プロセスの途中で話がもれるとM&A自体が破談するケースも数多くあるため、注意が必要です。ただし、借入の状況によっては銀行に、契約内容によっては取引先に、事前に話をしなければいけないケースもあり、どの利害関係者にどのタイミングで話すかが非常に重要になります。
売却にはどれくらいの時間がかかるのでしょうか？,案件によりますが、半年～１年程度かかるケースが多いです。もちろん、期日が決まっている等スピードを重要視される場合は、スピード感を持って対応させて頂きます。ただし、どれだけ早くてもご相談から２～３か月はかかることが多いので、なるべく余裕をもって相談頂けると幸いです。
譲渡後に会社に残ることは可能でしょうか？,可能です。もちろん買手の意向と売主様の意向を調整する必要はありますが、売主様の意向は尊重されます。ただし、一般的に高齢の売主様は、相談役や顧問として1年程度の引継期間を経て、リタイヤされることが多いです。年齢の若い売主様の場合は、役員等で会社に残り、活躍されるケースもあります。
M&Aが失敗するのはどのような時ですか？,様々なパターンがありますが、主に以下パターンになると思います。①最終契約締結前に情報が漏洩してしまう　②売主様・買主の情報に虚偽がある　③お互いに対して配慮がない発言を行う　場合です。M&Aは、秘密保持が全てといっても過言ではなく、最も重要になります。また、売主様に嘘があった場合、いずれ買収監査で嘘が判明しますし、買手に嘘があった場合は、買収後の会社運営が円滑にならなくなります。
なぜM&Aには仲介者が必要なのでしょうか。アドバイザーを使わずにM&Aを行うのは難しいですか？,経験豊富な仲介者が不可欠だと思われます。もちろん当事者同士の交渉も可能ですが、M＆Aの実務では、税務・法務・労務など広範囲に専門的な知識が必要です。また、買手はM＆Aに慣れている場合が多いですが、売主様は初めてであることが大半です。一方的に買手が有利な条件で交渉を進められないよう、中立の仲介者が必要と考えられます。
M&Aにおいて営業権がなぜ重要なのですか？,営業権次第で、会社の売買価格は大きく変わることがあるためです。営業権の算出には、過去の決算における利益状況が大きく影響するケースが大半ですが、業種や業態、取引先、技術力も加味される場合がありますので、経験豊富なアドバイザーに営業権の算出を依頼する必要があります。
会社を売却した後の従業員の処遇はどのようになりますか？,中小企業のM＆Aは、友好的なM＆Aが一般的です。友好的M＆Aの場合、従業員の雇用継続や待遇維持がM＆A契約書に盛り込まれますので、基本的にM＆Aの前後で従業員の処遇が大きく変わることはないと思われます。買手の規模が売主様の規模より大きいことが大半ですので、むしろM＆A後の方が福利厚生を含め、従業員の待遇が改善されるケースも多いようです。
中小企業と大企業のM&Aは何が違うんでしょうか？,大企業のM＆Aは、上場会社やその子会社による大が小を飲み込む敵対的なM＆Aや間接部門の統合を目的としたリストラを伴うM＆Aが多く見られます。一方、中小企業のM＆Aは、売手、買手、双方の企業文化などを尊重し、双方の意思に基づく友好的なM＆Aが大半です。
なぜ、中小企業のM&Aが増えているのでしょうか？,最も多いのは、経営者の平均年齢があがることによる事業承継問題を契機として会社売却をされることが多いです。ただし、単純に後継者がいないというだけでなく、「業界の先行き不安」・「労働力確保が難しい」・「事業環境の不確実性」等の様々な要因が複合的に絡まり、会社を売却するケースが増えております。そのため、ご子息がいるにも関わらず、会社売却をされている経営者も年々増えております。
相談にくる経営者の年齢は何歳くらいでしょうか？,多いのは、５０～６０代の方になります。勿論７０代以上や３０～４０代の方の相談にもお答えしておりますので、お気軽にご相談ください。
M&Aの相談をするときに、用意したほうがよい資料等はありますでしょうか？,可能であれば、３期分の決算書をご用意ください。ただし、決算書がなくても相談頂くことは可能ですので、お気軽にお問い合わせください。
M＆Aとはどのようなものですか？,M＆Aとは、Merger ＆ Acquisitionの略で「合併と買収」という意味ですが、実際には規模拡大や事業撤退・縮小などを目的として行われる、合併・株式取得・経営統合・会社分割・MBOなど様々な手法を含めた広い意味での企業間提携の総称として用いられています。
なぜM＆Aが必要なのでしょうか？,M＆Aは、経営戦略における有効かつ効率的な選択肢の一つとお考えください。昨今は、企業を取り巻く経済環境の変化に応じて企業自身も変化していくことが求められています。激変する経済環境への適合、競争スピードへの適応のために、M＆Aを選択する企業が増えています。また、中小企業においては後継者問題を解決するための事業承継対策として、M＆Aに注目が集まっています。
M＆Aというと大企業のものというイメージがあります。中小企業でもM＆Aはできますか？,M&Aは大企業特有のものではなく、むしろ、近年は中小企業におけるM&Aが活発に行われており、年々そのニーズは高まっています。会社の存続と発展のため、事業の「選択と集中」のため、後継者対策のため等々、その理由は様々ですが、厳しい経済環境を乗り切っていくための方策として、M&Aを活用する中小企業が増えているのです。ロシェルでは、中堅・中小規模のM&Aに特化した支援を積極的に行っていますので、お気軽にご相談下さい。
M＆Aを行うには、アドバイザーが必要でしょうか？,M&Aを行うにあたり、自力で対象候補を探すとなると大変な労力を要します。また、M&Aは非常に多くのステップを踏むため、専門家の協力を得てチーム体制を組んで進めていく必要があります。そして、M&Aを行う目的を明確にし、最後までこの目的意識を持ち続け、十分なメリットの得られないM&Aに手を出したり中途半端な妥協を行ったりすることなく交渉や作業を進めていかなければなりません。このような理由から、M&Aを成功に導くために、アドバイザーの存在が欠かせないのです。
M＆Aを行いたいと考えていますが具体的なことは決まっていません。相談して構いませんか？,構いません。むしろ早期のご決断で選択肢は広がりますので、是非お気軽にご相談下さい。ロシェルへご相談頂くことで、新たな可能性が拓かれる契機となるはずです。お客さまにとっての最適な方法を、専門家の視点からご提案いたします。
社員や取引先などに情報が漏れないようにM＆Aを進めていくことは可能ですか？,はい、可能です。M&Aを成功させるためには、「秘密保持」が絶対条件です。社員や取引先、金融機関に情報が漏洩してしまっては、無用な不安と混乱を招くだけです。ロシェルでは、関連書類の管理から交渉の日程、場所等、全てに配慮して水面下でプロセスを実行していきます。最終的なディスクローズ（発表）の段階まで安心してお任せ頂けるよう、機密情報の管理を徹底しています。
M＆Aはどのように進めていくのでしょうか？,まずはロシェルへご相談いただくことから始まり、その後、「調査」と「交渉」を経て重要事項を決定し、最終契約の締結となります。通常のM＆Aプロセス1、無料相談2、M＆A戦略の策定3、対象候補の選定4、対象候補の調査5、条件交渉6、基本合意書の締結7、デューデリジェンス（買収監査）8、最終条件交渉9、最終契約書の締結10、クロージング（代金の授受等）代金の授受、株券の引き渡しなどが済むと、買い手側では、買収した会社・事業を自社へ統合させる作業が必要になります。
M＆A成立にはどれ位の時間がかかりますか？,通常、売買契約の成立までに大体数か月から1年程度の期間を要します。もちろん、必要な時間は会社の規模や実行プロセスの複雑性によってケースバイケースですが、ある程度時間がかかるものだという認識を持って、余裕をもってご相談頂くことをお勧めしています。ロシェルでは、お客さまにとって最善のM&Aプロセスをご提案しています。是非一度、無料相談をご利用ください。
売買価格はどのように決まるのでしょうか？,売買対象となる「企業の価値」を示す絶対的な数値や評価方法というものはありませんので、最も事案に適した評価方法を用いて価値を算定します。 また、大企業と中小企業では評価方法が異なる部分もあります。評価方法にはいろいろありますが、実際の売買価格は、最終的に双方が納得できる値段を交渉によって決定することとなります。
赤字会社でも売れるのでしょうか？,結論から申し上げるとケースバイケースです。買い手企業から見て、赤字であっても欲しい場合はあります。例えばある特定の地域において強い販路を持っていたり、使ってはいないが上場企業の口座を持っているなどです。ですから、定量的に赤字会社はダメとか債務超過はダメといった対応はいたしません。まずは、ご相談ください。また、銀行からの有利子負債がある場合であっても、買い手企業の引き継ぎなどを経てM&Aが可能になるケースもあります。
従業員の未来を考えると譲渡に踏み切れないのですが。,お気持ちはよく分かります。社長ご自身はハッピーリタイアになっても残された従業員がハッピーにならなければM&Aは成功したとは言えないかもしれません。通常は、買い手企業は売り手企業より規模が大きい場合が多いので、従業員にとっては福利厚生や賃金の面で改善されることが多いです。しかし、従業員の知らないところでM&Aが進み、ある日を境に経営者やオーナーが変わることに戸惑いを感じる方もいるでしょう。そんなときは、M&A終了後も社長様が1年から2年のスパンで引継ぎ業務をすると良いと思います。買い手企業も下調べをしたとは言え、企業風土が異なった環境下でいきなり事業をスタートするよりも現任の社長様に期限付きで残っていただいたほうがスムーズにいくことが多いようです。
北海道を中心に譲渡先を探している。,当社は北海道に本社を置くM&Aの専門会社です。北海道の企業事情には明るいです。ただ、北海道はM&Aにおいては、まだ浸透しておらず、売り手よりも買い手が多い東京、大阪などの大都市圏とは事情が異なります。勿論、北海道の企業を北海道の企業に売却するほうが地理的にも心情的にもスムーズに行く場合もあるでしょう。しかし、当社は売り先は全国相手が良いと考えております。そうすることで、北海道外から人が流れ、ビジネスが流れ、ひいては御社のシナジーも全国規模へと拡大することが見込まれるからです。
こんな小さな会社でも売れるのか。,規模は関係ございません。買い手企業から見て、その事業を強く欲する動機があるかどうかが重要です。販路、仕入先、顧客層、地域、気候、将来性、知的所有権など、小規模企業であっても、持っているリソースまで小規模とは限りません。買収したい方へ
買収したのちはどうなるのか。,これは非常に大事なことです。買い手にとってはM&Aはゴールではなく、成約後がM&Aの本当のスタートだからです。大企業と違い、中小企業では経営者と従業員の人的関係が濃いため、M&Aの発表後に従業員が裏切られたと感じたり、新しい体制になじめなかったりで、最悪の場合は退職してしまうこともあります。これを防ぐには、従業員に対するしっかりとした説明とアフターケアが不可欠です。時には旧代表者にお手伝いをお願いしながら、新体制でのスキームを築き上げる必要があります。
買収資金は自己資金でなければならないのか。,基本的には自己資金がベストです。しかし、M&Aは相当高額な資金が必要になるため、現在は、金融機関も買収用の資金を貸し付けるケースも増えてはきています。しかしまだ地銀、信金レベルでは、M&Aのための資金融資を用意していない場合もあります。当社では、そういった場合は、提携金融機関のご紹介も可能です。
一部の事業だけ譲り受けたい。,売却企業が多方面のビジネスをしている場合、ある特定の分野だけ譲渡したい、又は譲り受けたいというケースも、よく起こります。その場合は、M&Aではなく、事業譲渡にあたります。買い手側のメリットとしては、買い手は必要な資産、負債だけ引き継げて簿外債務などを引き継ぐ恐れがないこと、のれんがある場合、損金にできるなどのメリットがございます。
企業の売買価額はどのように決まるのですか。,企業や事業の価値を算定する作業をバリュエーションと言います。いろいろな方法がありますが、それをミックスさせて買収監査(デューデリジェンス)の価格を基に算定していきます。最終的にM&Aが成功したかしないかは、買い手がM&Aを実行したことにより得られるリターンが投下した費用を上回ることです。売り手は自社を高く評価する傾向にあり、買い手は安く買いたい。この差が激しすぎるとM&Aは成立しなくなります。そういう危険を回避するために適正なバリュエーションやデューデリジェンスが必要になるのです。
そもそも、中小企業がM&A出来るのでしょうか？,確かに一昔前までは、M&Aは一部の大企業のものでしたが、現在はその裾野が中堅・中小企業にも拡大しています。この背景としては、団塊の世代を中心とした年齢層の高いオーナー・経営者が増加する中、主に後継者不在により事業承継問題が顕在化しているためです。また、比較的年齢層の輪かいオーナー・経営者を中心として、会社の発展・成長等を勘案し、大会社の傘下に入ることを志向する方も増えております。
自社の株価はいくらぐらいになりますか？,弊社無料相談の際に、簡易的な株価計算も実施しますので、是非ご活用下さい。また、正式にM&Aの検討をスタートする際には、弊社専門家が貴社の個別具体的な状況（引当、税効果、無形の価値等）を勘案した上で株価計算を実施します。この結果を踏まえた上で、皆様とご相談しながら、株価の目線を検討いたします。
